track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track,year,month
Tusa,Tusa,KAROL G,2019-11-07,USUM71921183,323,85.2,1497511486.0,157185.0,"59,187,880",68.0,1816772749.0,12498062.0,"1,636,079","39,086,388",414336041.0,"458,694,827",232.0,"150,990",111,256.0,"1,274,272",83.0,"104,611,041","127,399",,"7,663,807",,0,2019,11
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013355,325,84.8,1119350842.0,272485.0,"46,626,350",71.0,767399825.0,6283245.0,"1,312,576","203,661,245",1505078331.0,"68,109,096",206.0,"243,703",234,33.0,"158,712",24.0,"218,042,360","64,927",,"4,546,156",,1,2020,7
Good Good,Good Good,USHER,2023-08-04,QZS7J2331813,326,84.7,53825007.0,14742.0,"9,204,769",59.0,83224436.0,607267.0,"88,131","6,358,930",89022964.0,"250,252,884",22.0,"343,553",33,7.0,"543,853",34.0,"58,537,921","22,294","2,154,788","1,896,814",,1,2023,8
Austin,Austin - Single,Dasha,2023-11-17,QZTB92360479,327,84.6,273023490.0,17900.0,"169,190,514",87.0,28916868.0,303426.0,"744,600","187,163,600",2850135008.0,"448,423,212",99.0,"83,189",449,48.0,"1,283,979",130.0,"22,107,065","4,925","337,191","1,521,087",,1,2023,11
Search & Rescue,Search & Rescue,Drake,2023-04-07,USUG12301601,329,84.6,337858357.0,96709.0,"21,646,810",69.0,40938953.0,336819.0,"106,645","21,329,637",192701225.0,"235,007,162",89.0,"119,741",162,15.0,"535,329",13.0,"44,542,627","18,653","14,784,764","1,383,076",,1,2023,4
TULUM,TULUM,Peso Pluma,2023-06-28,QM7282325573,328,84.6,390182196.0,36912.0,"13,688,250",74.0,253468644.0,1103093.0,"1,096,644","84,875,226",1391833232.0,"51,539,597",44.0,"20,963",71,16.0,"2,197,720",38.0,"23,438,854","7,268","2,169,379","964,306",,1,2023,6
Shivers,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100671,330,84.4,1568058093.0,188855.0,"77,441,110",77.0,683237554.0,4641763.0,"389,848","88,427,778",1292107474.0,"4,334,606,324",263.0,"925,333","1,773",222.0,"4,658,778",112.0,"290,859,819","66,708",,"10,179,048",,0,2020,1
Coup du marteau,Coup du marteau,Tam Sir,2023-12-08,DGA0Q2357844,331,84.3,24933240.0,4241.0,"2,378,348",,79219504.0,463646.0,"1,800,000","44,679,343",687729852.0,"641,603,777",10.0,"2,264",,6.0,"165,572",1.0,,,,"1,245,247",,0,2023,12
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,2020-10-14,USA2P2036916,332,84.1,90383224.0,24868.0,"4,716,437",45.0,29836991.0,627377.0,"16,892,400","462,872,272",4082175492.0,"1,067",20.0,470,423,6.0,"22,115",3.0,"6,283,417","26,512","10,556,085","759,001",,1,2020,10
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,2022-04-28,SGB502213458,333,84.0,18296870.0,1967.0,"400,655",,108892433.0,699306.0,"9,893,499","340,731,924",6334463728.0,"15,197",1.0,295,,,,,,,,"24,326",,0,2022,4
Sunroof,Sunroof,Nicky Youre,2021-12-03,USQX92202129,334,83.8,890752779.0,104690.0,"38,444,734",79.0,169046580.0,1678946.0,621,"47,472",5807175.0,"2,854,434,834",149.0,"849,471",491,65.0,"1,743,336",9.0,"110,963,977","82,293","771,581","2,488,830",,0,2021,12
Watching Yourself Being Born,Neuroscape,Blush Response,2023-04-04,QZFZ72309552,335,83.7,,13.0,191,,918283411.0,1480549.0,,,,,,3,,,,,,,,,,0,2023,4
Los del Espacio,Los del Espacio - Single,LIT killah,2023-06-01,USWL12300725,336,83.3,373898429.0,53671.0,"24,287,193",72.0,314467618.0,1775081.0,"782,114","148,537,760",1715842070.0,"670,200,525",42.0,"29,417",3,27.0,"645,947",28.0,"79,804",197,,"776,352",,0,2023,6
Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,USUYG1198481,338,83.1,1358105253.0,217189.0,"31,143,734",69.0,1875005008.0,10236903.0,"3,833,884","145,706,030",1981780200.0,"526,087,000",67.0,"46,534",142,34.0,"183,823",33.0,"476,875,275","185,157",,"7,997,160",,1,2018,5
MAMIII,MAMIII,Becky G,2022-02-10,USRC12200425,337,83.1,911797058.0,80109.0,"53,928,265",74.0,628307968.0,4924401.0,"1,741,513","267,846,050",3410691967.0,"36,403,252",125.0,"165,243",430,59.0,"3,772,475",83.0,"112,920,660","34,289","190,971","3,561,445",,1,2022,2
Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,USUG12103651,339,83.0,1020452066.0,169696.0,"52,678,003",73.0,385820349.0,4710732.0,"796,783","391,999,548",3320885451.0,"3,540,186,470",75.0,"269,792","1,886",30.0,"897,931",42.0,"38,544,039","26,435","8,598,138","11,693,340",,0,2021,9
exes,exes,Tate McRae,2023-11-17,USRC12302756,340,83.0,323100055.0,27272.0,"33,467,589",,33501338.0,405965.0,"319,600","56,188,128",730969180.0,"1,646,779,233",67.0,"131,125",811,56.0,"1,010,439",57.0,"24,536,746","8,494",,"697,530",,1,2023,11
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,2019-08-16,QMRSZ1901446,341,82.7,27747363.0,9067.0,"1,365,840",41.0,136028794.0,1352520.0,"23,206,073","803,136,063",11797196743.0,"11,609,501",12.0,"7,746",100,8.0,"90,628",10.0,,,,"348,103",,0,2019,8
Stick Season,Stick Season,Noah Kahan,2022-07-08,USUM72212470,342,82.6,965865213.0,113676.0,"169,323,128",86.0,89431811.0,659870.0,"82,855","29,406,696",275016537.0,"315,685,769",148.0,"319,240",577,85.0,"16,767,304",103.0,"18,405,146","38,276","8,435,767","3,365,903",,0,2022,7
Need To Know,Need To Know,Doja Cat,2021-06-11,USRC12101120,344,82.5,1178076856.0,164743.0,"42,269,625",71.0,507790705.0,6169368.0,"734,932","365,523,934",2422643413.0,"2,099,921,417",195.0,"439,065","1,451",38.0,"870,717",28.0,"90,615,307","51,300",,"5,746,726",,1,2021,6
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,2024-04-12,USUS12400227,345,82.5,29458027.0,2602.0,"6,588,032",78.0,8529869.0,225779.0,"439,200","8,820,761",87680200.0,"154,517",9.0,132,,6.0,"73,462",,,,"365,682","2,085,595",,0,2024,4
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,2022-10-20,MXF012200200,343,82.5,394381902.0,22919.0,"12,262,540",73.0,805683907.0,2076505.0,"998,663","48,461,089",847830213.0,"14,566,260",24.0,"25,712","1,169",18.0,"2,340,656",15.0,"14,271,775","11,420",,"1,353,588",,0,2022,10
Last Last,Last Last,Burna Boy,2022-05-12,USAT22204901,346,82.4,410722289.0,130203.0,"16,877,163",68.0,332556651.0,1906835.0,"260,214","93,902,403",1049244970.0,"306,416,991",203.0,"214,958","2,031",30.0,"258,278",94.0,"15,787,293","18,736","16,995,425","4,840,000",,0,2022,5
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,2023-01-29,SGB502314277,347,82.2,8034198.0,756.0,"174,523",,32806412.0,130043.0,"6,698,664","76,927,003",1953589891.0,,,27,,,,,,,,,,0,2023,1
500lbs,500lbs,Lil Tecca,2023-07-21,USUM72309854,349,82.1,350584176.0,79228.0,"26,972,646",68.0,32342535.0,452857.0,638,"1,056,379",11627298.0,"277,256,864",19.0,"1,239","1,452",5.0,"31,145",19.0,"2,538,334","6,256","18,379,949","776,386",,1,2023,7
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,USUG12104409,348,82.1,732652170.0,217189.0,"35,225,322",72.0,247680355.0,2184804.0,"264,300","95,344,150",711702658.0,"379,789,269",67.0,"3,965",443,10.0,"74,228",26.0,"96,181,566","75,646","43,754,739","2,095,961",,1,2021,9
BILLIE EILISH.,BILLIE EILISH.,Armani White,2022-05-19,SGB502248062,350,82.0,359416593.0,91114.0,"29,730,236",64.0,116400996.0,2127918.0,"4,530,098","885,538,360",10488403602.0,"74,794,888",40.0,"169,548","7,064",18.0,"137,293",52.0,"29,260,633","18,576","24,428","3,310,069",,1,2022,5
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,2023-04-12,JPP302300157,351,81.8,356559943.0,47785.0,"12,078,942",69.0,490408465.0,4295510.0,"504,800","162,429,655",1871819472.0,"1,227,624,888",59.0,"1,883",,7.0,"44,834",12.0,"540,614",419,,"804,248",,0,2023,4
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401990,352,81.6,84575291.0,5186.0,"51,449,432",85.0,11080040.0,346121.0,137,,,"3,541,236",95.0,271,1,19.0,"2,682,503",18.0,"183,562",231,"749,185","214,747",,0,2024,5
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300821,353,81.5,406319778.0,42283.0,"16,439,412",80.0,84066193.0,368256.0,"117,408","7,626,726",99492470.0,"606,650,627",50.0,"262,596",145,2.0,"2,456",19.0,"181,953,005","27,501","7,289,828","1,185,776",,0,2023,3
Madonna,Madonna - Single,Natanael Cano,2024-03-08,QZ9QQ2400185,354,81.3,272838329.0,7265.0,"54,631,978",85.0,105675950.0,806116.0,,"150,848",2099500.0,"126,527,485",23.0,572,,10.0,"2,210,844",8.0,"1,544,866",966,,"572,478",,1,2024,3
deja vu,deja vu,Olivia Rodrigo,2021-04-01,USUG12101240,355,81.3,1606975517.0,172376.0,"64,346,126",80.0,638102695.0,7847239.0,"1,210,842","534,102,475",3758269019.0,"2,265,662,637",206.0,"279,408",332,27.0,"76,887",49.0,"62,922,329","74,501",,"3,545,397",,1,2021,4
6. A.M.,Motion is Emotion,Azul,2022-10-07,ES40B2200055,356,81.1,1186.0,5.0,30,,1231300374.0,3158558.0,,,,"248,653,921",,1,,,,,,,,,,0,2022,10
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2024-02-15,USUG12400966,357,81.0,162165853.0,10306.0,"87,901,542",85.0,93106341.0,1394962.0,,,,"1,916,097,608",66.0,"46,348",53,45.0,"4,652,694",69.0,"11,091,776","1,611",179,"775,583",,0,2024,2
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,2023-05-08,SGB502370315,358,80.8,148630357.0,22962.0,"19,586,200",33.0,61652249.0,723007.0,"3,757,654","145,382,546",2299851479.0,"1,136,738",3.0,1,,,,5.0,"42,656",,"5,607,466","423,570",,1,2023,5
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401993,359,80.8,100838516.0,5188.0,"50,795,354",87.0,6390843.0,134606.0,253,,,"934,654",76.0,181,5,16.0,"4,083,154",39.0,"294,656",163,"1,075,841","124,583",,0,2024,5
Doja,Doja,Central Cee,2022-07-21,ZZOPM2237319,360,80.5,676519766.0,192241.0,"57,503,569",74.0,201326163.0,3061387.0,"492,679","411,670,410",3919404141.0,"279,634,941",66.0,"58,802","2,699",31.0,"877,441",42.0,"1,285,099","3,136",,"2,415,167",,1,2022,7
Kill This Love,Kill This Love,BLACKPINK,2019-04-04,KRA401900005,361,80.4,820840650.0,63934.0,"18,843,601",67.0,2920436498.0,40314889.0,"1,738,066","182,304,244",1616215054.0,"269,811,977",67.0,"9,022",24,25.0,"237,406",24.0,"11,369,224","57,874",,"2,892,074",,0,2019,4
Lan,Lan - Single,Zeynep Bastï¿½,2024-03-08,TRAUR2400004,362,80.3,81246715.0,4073.0,"6,852,706",72.0,146249969.0,590112.0,,,,"88,179,577",11.0,"5,899",,5.0,"1,585,206",,,,,"444,123",,0,2024,3
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,2024-04-05,USUG12401967,363,80.2,176290078.0,13470.0,"157,502,211",87.0,6018651.0,140562.0,"61,889","45,660,069",263955300.0,"17,447,092",99.0,"16,680",,65.0,"10,743,893",122.0,"572,090","1,327","479,188","485,935",,0,2024,4
Sweet but Psycho,Sweet but Psycho,Ava Max,2018-08-17,USAT21802011,365,80.1,1668741024.0,174052.0,"42,966,784",76.0,1254501233.0,9554049.0,"5,371,543","206,785,018",2733847243.0,"2,008,056,455",192.0,"368,635",784,106.0,"1,172,519",44.0,"189,191,184","253,101","44,121","13,479,680",,0,2018,8
Hey Mor,Hey Mor,Ozuna,2022-10-06,QMDA62203322,364,80.1,986132265.0,97956.0,"68,983,561",76.0,383748675.0,1303919.0,"793,798","154,969,251",2145975300.0,"45,000,407",79.0,"65,798",79,41.0,"3,780,470",78.0,"27,759,302","3,605",,"1,428,200",,0,2022,10
Ferrari,Ferrari,James Hype,2022-03-15,GB3CE2200004,366,80.1,626010147.0,185422.0,"78,359,363",74.0,202193289.0,1277287.0,"88,909","20,233,025",368044894.0,"877,635,000",132.0,"253,244",332,76.0,"1,468,578",44.0,"2,598,595","2,953","6,916,408","6,257,313",,0,2022,3
Falling,Falling,Trevor Daniel,2018-10-05,USUYG1221109,367,80.0,1606023895.0,225643.0,"32,822,629",71.0,1151842584.0,15653870.0,"6,047,796","914,937,622",8742744684.0,"529,839,674",115.0,"168,415",126,195.0,"454,460",4.0,"212,305,894","141,079","2,388","12,373,665",,0,2018,10
positions,positions,Ariana Grande,2020-10-23,USUM72019412,368,80.0,1432830108.0,139215.0,"53,934,095",74.0,778340255.0,10401273.0,"1,268,910","254,276,140",1984520688.0,"1,958,337,600",283.0,"599,336",639,43.0,"242,610",50.0,"90,015,866","39,920",,"3,299,253",,1,2020,10
Where Are You Now,Where Are You Now,Lost Frequencies,2021-07-30,BEHP42100067,370,79.9,1223329465.0,211823.0,"114,773,091",74.0,214359669.0,1467163.0,"308,286","25,459,624",413908070.0,"1,857,452,555",256.0,"391,895",308,158.0,"4,728,637",51.0,"80,579,628","6,731",,"8,462,590",,0,2021,7
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,USUM72402905,369,79.9,302177116.0,34.0,"224,573",,,,,,,,6.0,,,1.0,239,15.0,"92,486,209","42,531",,,,0,2024,3
Save Your Tears,After Hours,The Weeknd,2020-03-20,USUG12000658,371,79.9,1995511952.0,304456.0,"63,126,296",80.0,365257705.0,2699016.0,"415,050","137,726,738",1154403769.0,327,285.0,"3,607",321,46.0,"105,227",27.0,"283,725,931","79,728","22,025,427","15,776,388",,1,2020,3
Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,USUM72105936,372,79.9,1321878145.0,189487.0,"51,228,803",78.0,530778926.0,8470860.0,"570,442","358,879,639",2295813182.0,"1,152,917,073",199.0,"82,181",275,51.0,"547,449",50.0,"9,900,535","29,358","15,220,155","4,647,622",,1,2021,7
This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,GBARL1600460,373,79.8,1746790923.0,204049.0,"117,171,040",79.0,3084719501.0,13411706.0,"2,176,881","17,649,503",137718139.0,"276,177,209",356.0,"119,588",81,173.0,"1,609,545",86.0,"595,393,905","143,591","1,056,564","13,444,054",,0,2016,4
China,China,Anuel AA,2019-07-19,QM6P41952433,376,79.5,1178076574.0,137559.0,"58,323,638",68.0,2324673715.0,9851235.0,"386,741","15,484,682",146747450.0,"300,548,195",182.0,"36,105",20,75.0,"1,424,896",63.0,"97,138,846","31,755","2,130,789","5,865,011",,0,2019,7
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,2013-01-01,USWD11366376,374,79.5,759374819.0,64239.0,"27,371,339",69.0,4168791151.0,11589558.0,"837,092","81,957,005",966469545.0,"93,296,828",151.0,"5,863",,31.0,"159,525",45.0,"273,693,240","3,302,248",,"2,515,774",,0,2013,1
Moonlight,?,XXXTENTACION,2018-03-16,USUG11800209,375,79.5,1885431727.0,241112.0,"41,330,643",77.0,1607650475.0,24201486.0,"275,009","36,219,008",300772720.0,"160,456,727",66.0,"16,859",2,41.0,"344,324",15.0,"138,948,996","311,466","80,552,486","3,644,968",,1,2018,3
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,USUM72404993,377,79.4,250080413.0,2711.0,"4,839,848",,,,,,,,137.0,"19,724",,6.0,"44,739",19.0,,,,,,0,2024,5
Smart,EASY,LE SSERAFIM,2024-02-19,USA2P2402103,379,79.3,159256689.0,6829.0,"20,291,074",74.0,130698280.0,1872592.0,"170,200","234,770,546",2059824051.0,"495,137,217",13.0,915,16,3.0,"20,293",,"264,369",676,"556,351","234,077",,0,2024,2
That's What I Like,24K Magic,Bruno Mars,2016-11-17,USAT21602948,378,79.3,2075459887.0,209632.0,"84,707,015",80.0,2696139998.0,17077084.0,"604,526","100,008,149",704916578.0,"408,244,698",142.0,"57,222",316,270.0,"391,125",44.0,"666,715,599","500,761",,,,0,2016,11
Commando,Commando - Single,Mavokali,2022-09-28,QZTVM2210964,380,78.6,21667023.0,9105.0,"1,266,295",,48246851.0,435329.0,"7,444,200","251,304,348",5361829317.0,,2.0,"1,544",,2.0,"33,249",,"5,089",,,"1,561,153",,0,2022,9
The Business,The Business,Tiï¿½ï¿,2020-09-16,CYA112000624,381,78.3,1191635193.0,255697.0,"78,272,032",70.0,539885283.0,4027102.0,"777,092","73,955,191",1435552956.0,"462,516,169",362.0,"277,419",484,216.0,"3,941,324",41.0,"108,360,279","53,852","140,470","9,642,311",,0,2020,9
Ride It,Ride It,Regard,2019-07-26,GBCEN1900047,382,78.2,1349427877.0,220002.0,"106,549,747",76.0,564022753.0,3884141.0,"3,646,762","362,781,709",5118900832.0,"49,285,616",357.0,"386,774",894,273.0,"2,339,277",65.0,"182,505,519","51,884","19,580,257","16,283,609",,0,2019,7
Mwaki,SURRENDER,Zerb,2023-09-27,NLRD52339318,383,77.9,121234000.0,36468.0,"76,765,385",42.0,78160610.0,806269.0,"118,600","20,204,903",395342206.0,"303,381,336",48.0,"90,542",163,51.0,"19,833,933",34.0,"1,553,861",760,"1,832,441","4,890,793",,0,2023,9
BICHOTA,BICHOTA,KAROL G,2020-10-23,USUM72019324,385,77.8,868091483.0,86379.0,"31,261,057",64.0,1591945481.0,7916193.0,"1,586,770","101,362,709",1153849236.0,"172,943,996",133.0,"36,028",239,38.0,"1,594,172",33.0,"70,065,986","48,232",,"1,740,278",,1,2020,10
Renklensin,Renklensin - Single,Reynmen,2024-04-19,FRX282477628,384,77.8,54940563.0,2630.0,"6,589,111",75.0,77507185.0,547375.0,,,,"11,444,478",9.0,"3,016",,5.0,"1,585,603",,,,,"197,952",,0,2024,4
Bad idea,Missing,Kurochuu,2024-06-09,CA5KR2466578,387,77.6,86203995.0,2.0,"2,190",1.0,,,,,,,,,,,,,,,,,,0,2024,6
writhe,writhe,daine,2023-02-21,AUWA02201495,386,77.6,,163.0,"6,893",15.0,915870602.0,2980959.0,12,"8,960",91112.0,"26,629,501",1.0,20,,1.0,"14,566",,81,,,,,0,2023,2
The Hills,The Hills,The Weeknd,2015-05-27,USUG11500737,388,77.5,2306740926.0,333310.0,"91,689,799",80.0,2404495013.0,15819333.0,"1,064,662","140,355,034",1174129136.0,"297,672,687",178.0,"9,129",131,67.0,"891,934",30.0,"665,990,282","568,806","22,542,449","17,199,384",,1,2015,5
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330092,389,77.4,1673557134.0,15863.0,"14,237,841",72.0,,,"1,500,000","104,700,560",1092175292.0,,57.0,"112,184",,5.0,"2,931",20.0,,,,,,0,2023,7
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401995,390,77.3,77212437.0,4083.0,"13,850,203",84.0,7658766.0,246884.0,472,"301,528",1423956.0,"934,654",52.0,238,2,12.0,"1,198,375",32.0,"226,853",318,"1,687,131","39,163",,0,2024,5
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,2024-06-06,QZQAY2414774,391,77.2,,,,,,,,,,,,,,,,,,,,"1,772,770",,0,2024,6
Te Felicito,Te Felicito,Shakira,2022-04-21,USQX92201764,392,77.0,719593291.0,74269.0,"37,254,627",67.0,719244041.0,4424400.0,"826,261","159,735,614",2594106000.0,"455,293,047",98.0,"124,848",455,53.0,"3,243,848",69.0,"25,538,867","8,165",,"2,583,205",,0,2022,4
Que Onda,Que Onda - Single,Calle 24,2023-08-30,USDXS2303230,393,76.9,642548537.0,36781.0,"21,579,429",81.0,227994801.0,335112.0,"205,583","41,258,724",499670882.0,"92,125,885",34.0,"1,124",45,23.0,"8,060,357",34.0,"20,174,633","7,393",,,,1,2023,8
Stumblin' In,Stumblin' In,CYRIL,2023-11-10,NLZ542301810,394,76.9,180784576.0,22208.0,"150,873,146",83.0,29260192.0,247757.0,"91,700","2,012,224",61731912.0,"320,584,411",91.0,"111,796",,117.0,"31,191,745",55.0,"241,739",270,"1,595,230","4,657,449",,0,2023,11
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,USUYG1543926,395,76.8,311928522.0,1668.0,"4,447,700",23.0,,,,,,,118.0,"60,470",,,,6.0,,,,,,0,2024,4
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,2022-09-22,USSM12208809,396,76.6,428164381.0,80340.0,"18,339,674",68.0,138760138.0,1465825.0,"61,144","40,889,470",419346148.0,"99,649,191",69.0,"469,798",534,41.0,"1,075,897",42.0,"35,931,504","11,075",,"5,323,336",,1,2022,9
Desesperados,VICE VERSA,Rauw Alejandro,2021-12-10,USSD12100779,397,76.6,1021480638.0,119558.0,"50,631,491",78.0,722946861.0,3591807.0,"793,105","186,008,455",2153526389.0,"815,766,418",75.0,"55,181",92,42.0,"3,476,743",53.0,"61,269,232","6,584",,"2,591,948",,1,2021,12
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,2024-01-10,UYB282401001,398,76.6,224033701.0,20266.0,"25,455,662",,138348246.0,2036793.0,,"1,407,028",22394778.0,"1,429,170,590",23.0,"18,177",104,25.0,"12,600,216",39.0,"1,216,700",340,,"432,783",,0,2024,1
Sugar,V (Deluxe),Maroon 5,2014-08-29,USUM71410340,399,76.6,1838092894.0,186038.0,"69,903,249",75.0,4151880976.0,16983201.0,"234,084","29,492,228",406531709.0,"1,795,021,430",197.0,"3,772",240,350.0,"1,067,956",54.0,"761,320,130","358,336",,"10,029,992",,1,2014,8
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,2024-03-18,QZLL92480334,454,76.5,564444844.0,5.0,20,,,,,,,,,,,,,,,,,,,1,2024,3
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,2024-01-12,USUM72315072,400,76.3,263568994.0,17285.0,"38,697,311",,113081188.0,1249785.0,,"1,411,800",11612300.0,"1,344,542,728",46.0,"22,110",6,58.0,"16,438,835",57.0,"2,451,926","3,216","965,916","1,017,370",,0,2024,1
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,2023-01-14,INY092300003,402,76.2,1993244.0,245.0,"79,264",28.0,944088313.0,6351302.0,,,,"1,464,736",,368,,,,,,,,"28,908",,0,2023,1
Old Town Road - Remix,Old Town Road,Lil Nas X,2019-04-05,USSM11902498,404,76.2,1527106099.0,186252.0,"34,012,219",68.0,11512.0,171.0,"4,203,166","55,379,491",478304071.0,,263.0,"109,745",6,65.0,"1,653,659",14.0,"114,089,318","855,810","60,525,149","12,855,943",,0,2019,4
Let Me Love You,Encore,DJ Snake,2016-08-05,QMZSY1600015,403,76.2,2147028486.0,205482.0,"89,333,146",80.0,2457588032.0,18290642.0,"4,116,973","49,564,235",528988791.0,"1,945,612,445",239.0,"192,774",208,163.0,"1,417,821",97.0,"418,986,672","113,233",,"15,320,597",,0,2016,8
Envolver,Envolver - Single,Anitta,2021-11-11,USWL12100576,401,76.2,635241142.0,77669.0,"44,546,385",65.0,836072339.0,4909216.0,"2,101,465","699,278,513",9427647770.0,"1,434,107,266",102.0,"86,127",402,72.0,"1,135,788",86.0,"19,183,846","6,406",,"2,534,489",,0,2021,11
Oublie-moi,Oublie-moi,Emkal,2022-09-16,FRDDV2200780,405,76.0,17992999.0,11288.0,"327,900",42.0,58383075.0,502081.0,"7,146,060","118,925,740",2858109417.0,"34,801,360",1.0,"1,309",,1.0,"8,606",1.0,,,,"1,860,955",,1,2022,9
Malohat,Malohat,Xamdam Sobirov,2024-04-20,RUA1D2459522,406,75.9,75486.0,13.0,"3,242",,95889492.0,442331.0,,,,,1.0,,,,,,,,,"129,586",,0,2024,4
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,2024-04-29,USA2P2415975,407,75.7,35244286.0,1629.0,"14,912,783",75.0,70452629.0,1873655.0,,"18,636,812",90497430.0,"5,822,984",15.0,632,,5.0,"176,790",40.0,"93,561",118,,"85,957",,0,2024,4
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,2023-06-22,QM7282306253,408,75.6,253464894.0,22779.0,"10,733,622",76.0,191499043.0,634671.0,"1,755,500","61,572,969",708437568.0,"534,279,807",6.0,115,,4.0,"1,599,559",10.0,"22,214,240","5,494",,"781,164",,1,2023,6
